# Written by the BoltzWann module of the Wannier90 code.
# [(Electrical conductivity * Seebeck coefficient) in SI units, i.e. in Ampere/m/K]
# Mu(eV) Temp(K) (Sigma*S)_xx (Sigma*S)_xy (Sigma*S)_yy (Sigma*S)_xz (Sigma*S)_yz (Sigma*S)_zz
   7.060000000       700.0000000       10.19100144      0.3927378247E-01   10.27758427      0.1108496481     -0.1238585571       10.49803541    
   7.070000000       300.0000000       7.838325370      0.1187582729       8.416483848      0.2512364634     -0.1790229691       8.698227884    
   7.070000000       500.0000000       7.854085674      0.6435172837E-01   8.135568795      0.1470239849     -0.1558209137       8.329498654    
   7.070000000       700.0000000       7.701802715      0.4009492421E-01   7.750752861      0.1015727565     -0.1234600711       7.999836773    
   7.080000000       300.0000000       7.362893427      0.1203459833       7.816171625      0.2270576662     -0.2284872311       8.081669571    
   7.080000000       500.0000000       5.921974825      0.6308806746E-01   6.117338551      0.1283157830     -0.1616596008       6.355481343    
   7.080000000       700.0000000       5.124168412      0.3971344180E-01   5.126976680      0.8976479072E-01 -0.1206942867       5.404331137    
   7.090000000       300.0000000       6.248353056      0.1114736955       6.545779518      0.1770511036     -0.2586292785       6.750788801    
   7.090000000       500.0000000       3.804808753      0.5807964788E-01   3.897015458      0.1031314957     -0.1613388390       4.176046371    
   7.090000000       700.0000000       2.461627219      0.3816786699E-01   2.411633062      0.7578717515E-01 -0.1153230263       2.715978611    
   7.100000000       300.0000000       4.564515358      0.8927831261E-01   4.674178388      0.1059033554     -0.2597116233       4.816475882    
   7.100000000       500.0000000       1.490343301      0.4980028072E-01   1.467785384      0.7302566562E-01 -0.1539006589       1.785476366    
   7.100000000       700.0000000     -0.2780761964      0.3558867963E-01 -0.3852574483      0.6015502050E-01 -0.1072505363     -0.5607739477E-01
   7.110000000       300.0000000       2.628418823      0.5327169147E-01   2.524740918      0.2383332908E-01 -0.2309258667       2.644833814    
   7.110000000       500.0000000      -1.023481195      0.3915207782E-01  -1.165999642      0.4016974741E-01 -0.1391655544     -0.8107822958    
   7.110000000       700.0000000      -3.082312200      0.3218431350E-01  -3.248500232      0.4349985073E-01 -0.9654724272E-01  -2.897493310    
   7.120000000       300.0000000      0.7817377172      0.8360623015E-02  0.4553940053     -0.5518241249E-01 -0.1796579300      0.6234139645    
   7.120000000       500.0000000      -3.730754279      0.2736961839E-01  -3.991389734      0.7037668743E-02 -0.1177949183      -3.599734743    
   7.120000000       700.0000000      -5.933010756      0.2821661574E-01  -6.157335356      0.2651756925E-01 -0.8345555464E-01  -5.788347175    
   7.130000000       300.0000000     -0.8908061139     -0.3548924920E-01  -1.426843237     -0.1183978369     -0.1167896763      -1.137453453    
   7.130000000       500.0000000      -6.619721478      0.1583144365E-01  -6.989468769     -0.2396526937E-01 -0.9117655057E-01  -6.564103466    
   7.130000000       700.0000000      -8.806261383      0.2396914417E-01  -9.085216152      0.9908986800E-02 -0.6837592575E-01  -8.702910392    
   7.140000000       300.0000000      -2.665601339     -0.6723421938E-01  -3.377028591     -0.1590102517     -0.5199330041E-01  -2.921959779    
   7.140000000       500.0000000      -9.671851288      0.5806810664E-02  -10.13504344     -0.5083972382E-01 -0.6118626190E-01  -9.681953879    
   7.140000000       700.0000000      -11.67210719      0.1971335757E-01  -11.99978219     -0.5678531477E-02 -0.5183496539E-01  -11.60958353    
   7.150000000       300.0000000      -4.989075708     -0.7972124368E-01  -5.826223310     -0.1771447305      0.8228624386E-02  -5.214588875    
   7.150000000       500.0000000      -12.85716342     -0.1795597917E-02  -13.39262137     -0.7221846835E-01 -0.2990537495E-01  -12.92187369    
   7.150000000       700.0000000      -14.49459544      0.1567854682E-01  -14.86307307     -0.1970032566E-01 -0.3444035056E-01  -14.47104562    
   7.160000000       300.0000000      -8.153911423     -0.7230556412E-01  -9.057632362     -0.1774265089      0.6041582696E-01  -8.355794400    
   7.160000000       500.0000000      -16.12807817     -0.6598129158E-02  -16.71083671     -0.8744653053E-01  0.6374653227E-03  -16.23611097    
   7.160000000       700.0000000      -17.23217306      0.1203083612E-01  -17.63205544     -0.3174877792E-01 -0.1682898814E-01  -17.24470572    
   7.170000000       300.0000000      -12.09544269     -0.4996575201E-01  -13.00000554     -0.1655510970      0.1031438916      -12.31326923    
   7.170000000       500.0000000      -19.41562280     -0.8788507113E-02  -20.01907351     -0.9653034037E-01  0.2866469209E-01  -19.55588176    
   7.170000000       700.0000000      -19.83851413      0.8864694317E-02  -20.25953584     -0.4156993180E-01  0.3848312058E-03  -19.88355413    
   7.180000000       300.0000000      -16.41334436     -0.2072625663E-01  -17.24949042     -0.1458737118      0.1352696342      -16.68888699    
   7.180000000       500.0000000      -22.63096597     -0.9009525871E-02  -23.22918921     -0.1000030164      0.5278452977E-01  -22.79226112    
   7.180000000       700.0000000      -22.26382097      0.6207559951E-02  -22.69549149     -0.4906270259E-01  0.1665538181E-01  -22.33746890    
   7.190000000       300.0000000      -20.56438427      0.6589392173E-02  -21.26841054     -0.1211075423      0.1546286013      -20.91268720    
   7.190000000       500.0000000      -25.67254559     -0.8142553001E-02  -26.24254346     -0.9875645055E-01  0.7207285677E-01  -25.84323172    
   7.190000000       700.0000000      -24.45656132      0.4035185760E-02  -24.88877830     -0.5426348756E-01  0.3154115818E-01  -24.55495039    
   7.200000000       300.0000000      -24.10573137      0.2437260121E-01  -24.63461025     -0.9363978650E-01  0.1591142470      -24.49946002    
   7.200000000       500.0000000      -28.43625101     -0.7053133498E-02  -28.95975652     -0.9387393993E-01  0.8610904255E-01  -28.60438705    
   7.200000000       700.0000000      -26.36552103      0.2293019724E-02  -26.78910009     -0.5732053611E-01  0.4472762202E-01  -26.48516456    
   7.210000000       300.0000000      -26.86381198      0.2851656800E-01  -27.20766272     -0.6661630393E-01  0.1493756114      -27.23543886    
   7.210000000       500.0000000      -30.82488057     -0.6373243910E-02  -31.28944697     -0.8647755559E-01  0.9496114324E-01  -30.97926228    
   7.210000000       700.0000000      -27.94199732      0.9179996145E-03  -28.34907633     -0.5846302499E-01  0.5603622332E-01  -28.08011186    
   7.220000000       300.0000000      -28.94672413      0.1986418971E-01  -29.12916505     -0.4370495813E-01  0.1299196164      -29.20706735    
   7.220000000       500.0000000      -32.75403761     -0.6378476244E-02  -33.15323991     -0.7759576805E-01  0.9911331881E-01  -32.88602871    
   7.220000000       700.0000000      -29.14194845     -0.1442572610E-03  -29.52624262     -0.5796957513E-01  0.6542053882E-01  -29.29672501    
   7.230000000       300.0000000      -30.59506903      0.3513681396E-02  -30.66069961     -0.2791481804E-01  0.1071365459      -30.66357277    
   7.230000000       500.0000000      -34.15407907     -0.6984906945E-02  -34.48686581     -0.6806009167E-01  0.9934227832E-01  -34.25973024    
   7.230000000       700.0000000      -29.92794488     -0.9300325817E-03  -30.28484984     -0.5614015693E-01  0.7295175125E-01  -30.09873031    
   7.240000000       300.0000000      -31.94742200     -0.1362849997E-01  -31.94435254     -0.2014568952E-01  0.8612874369E-01  -31.78624360    
   7.240000000       500.0000000      -34.97017131     -0.7849980940E-02  -35.23961265     -0.5844542544E-01  0.9657102751E-01  -35.05184607    
   7.240000000       700.0000000      -30.27080721     -0.1456572997E-02  -30.59736664     -0.5327413272E-01  0.7879660947E-01  -30.45815789    
   7.250000000       300.0000000      -32.86371204     -0.2563561783E-01  -32.82983347     -0.1842715679E-01  0.6890192608E-01  -32.50272006    
   7.250000000       500.0000000      -35.16342371     -0.8528979524E-02  -35.37522262     -0.4906697788E-01  0.9173952560E-01  -35.23017088    
   7.250000000       700.0000000      -30.15084312     -0.1728112820E-02  -30.44561193     -0.4965573274E-01  0.8319130864E-01  -30.35642742    
   7.260000000       300.0000000      -32.94928898     -0.2963958025E-01  -32.90628596     -0.1897383661E-01  0.5463464575E-01  -32.48815502    
   7.260000000       500.0000000      -34.71483646     -0.8626337549E-02  -34.87596059     -0.4003410880E-01  0.8572262055E-01  -34.78109341    
   7.260000000       700.0000000      -29.55859983     -0.1745899007E-02  -29.82144010     -0.4554674283E-01  0.8641439107E-01  -29.78495234    
   7.270000000       300.0000000      -31.79516658     -0.2655801732E-01  -31.74997662     -0.1844856982E-01  0.4119320597E-01  -31.37649121    
   7.270000000       500.0000000      -33.63113501     -0.7893450968E-02  -33.74880998     -0.3134453952E-01  0.7930078648E-01  -33.71392263    
   7.270000000       700.0000000      -28.49504426     -0.1518941096E-02  -28.72689012     -0.4118484481E-01  0.8876098246E-01  -28.74520675    
   7.280000000       300.0000000      -29.26889545     -0.1996651415E-01  -29.21975083     -0.1501981585E-01  0.2691657996E-01  -29.02938303    
   7.280000000       500.0000000      -31.94918539     -0.6254890925E-02  -32.03033216     -0.2299127317E-01  0.7316369993E-01  -32.06455751    
   7.280000000       700.0000000      -26.97109971     -0.1072846060E-02  -27.17371940     -0.3678515915E-01  0.9051978578E-01  -27.24820950    
   7.290000000       300.0000000      -25.64376450     -0.1350954295E-01  -25.58655584     -0.7398239774E-02  0.1205397925E-01  -25.66196949    
   7.290000000       500.0000000      -29.73521647     -0.3778166982E-02  -29.78628363     -0.1505360902E-01  0.6791447583E-01  -29.89509607    
   7.290000000       700.0000000      -25.00652642     -0.4552505228E-03  -25.18229887     -0.3254229363E-01  0.9195359987E-01  -25.31342338    
   7.300000000       300.0000000      -21.49708149     -0.8568133522E-02  -21.42844879      0.5680952804E-02 -0.7602534810E-03  -21.76069261    
   7.300000000       500.0000000      -27.07693763     -0.6221164974E-03  -27.10401138     -0.7748669656E-02  0.6404893500E-01  -27.28741500    
   7.300000000       700.0000000      -22.62823572      0.2624965048E-03  -22.77994788     -0.2863066338E-01  0.9328388857E-01  -22.96714824    
   7.310000000       300.0000000      -17.47825742     -0.3947558713E-02  -17.39475694      0.2352878964E-01 -0.7583253336E-02  -17.88813133    
   7.310000000       500.0000000      -24.06979621      0.3003012042E-02  -24.07885765     -0.1426312309E-02  0.6190521521E-01  -24.33144912    
   7.310000000       700.0000000      -19.86824476      0.9869997105E-03  -19.99890677     -0.2520190630E-01  0.9468002815E-01  -20.24058669    
   7.320000000       300.0000000      -14.08779896      0.2290438642E-02  -13.98391661      0.4149447869E-01 -0.5455943652E-02  -14.50059206    
   7.320000000       500.0000000      -20.80134245      0.6849824716E-02  -20.79854904      0.3498656640E-02  0.6160266070E-01  -21.11134140    
   7.320000000       700.0000000      -16.76156672      0.1607189061E-02  -16.87423726     -0.2237959082E-01  0.9625403648E-01  -17.16784078    
   7.330000000       300.0000000      -11.53786736      0.1070029010E-01  -11.40748017      0.5259112669E-01  0.5715603337E-02  -11.83065419    
   7.330000000       500.0000000      -17.33865242      0.1062939055E-01  -17.33051173      0.6661854622E-02  0.6300188800E-01  -17.69366105    
   7.330000000       700.0000000      -13.34435063      0.2000880575E-02  -13.44196469     -0.2025269540E-01  0.9806152204E-01  -13.78412364    
   7.340000000       300.0000000      -9.705858138      0.2012115791E-01  -9.550070908      0.5193329480E-01  0.2315428037E-01  -9.834444611    
   7.340000000       500.0000000      -13.72269187      0.1400404809E-01  -13.71597183      0.7871399862E-02  0.6571298582E-01  -14.12120438    
   7.340000000       700.0000000      -9.652519052      0.2043256018E-02  -9.737715403     -0.1887010301E-01  0.1001090962      -10.12442256    
   7.350000000       300.0000000      -8.192305562      0.2920910153E-01  -8.030686563      0.3981251959E-01  0.4277232288E-01  -8.216267354    
   7.350000000       500.0000000      -9.970959727      0.1658843973E-01  -9.972180552      0.7183666412E-02  0.6915979367E-01  -10.41392898    
   7.350000000       700.0000000      -5.721019159      0.1617133385E-02  -5.795973759     -0.1823830214E-01  0.1023676017      -6.222740041    
   7.360000000       300.0000000      -6.487041006      0.3791892782E-01  -6.363156990      0.2145902202E-01  0.6074396855E-01  -6.548173902    
   7.360000000       500.0000000      -6.086756391      0.1796169276E-01  -6.101194332      0.4895802398E-02  0.7268706522E-01  -6.576104445    
   7.360000000       700.0000000      -1.583646565      0.6248190721E-03  -1.649929624     -0.1832360794E-01  0.1047894648      -2.111902074    
   7.370000000       300.0000000      -4.185063541      0.4709310873E-01  -4.157561299      0.4211140857E-02  0.7413179599E-01  -4.446139992    
   7.370000000       500.0000000      -2.071084741      0.1769281734E-01  -2.101406238      0.1457393723E-02  0.7568486160E-01  -2.606654152    
   7.370000000       700.0000000       2.726722504     -0.9989879070E-03   2.668238340     -0.1905883341E-01  0.1073276031       2.176196318    
   7.380000000       300.0000000      -1.141951614      0.5621674329E-01  -1.261080346     -0.6595205979E-02  0.8085190333E-01  -1.711132819    
   7.380000000       500.0000000       2.067635823      0.1538682799E-01   2.022754183     -0.2657042742E-02  0.7770326873E-01   1.491356709    
   7.380000000       700.0000000       7.177705387     -0.3274271650E-02   7.126853369     -0.2035298762E-01  0.1099529017       6.610099376    
   7.390000000       300.0000000       2.483682911      0.6167070599E-01   2.203315290     -0.1050499241E-01  0.7962543098E-01   1.609188167    
   7.390000000       500.0000000       6.309861803      0.1075910422E-01   6.256608586     -0.7058362104E-02  0.7853578063E-01   5.705681243    
   7.390000000       700.0000000       11.73697002     -0.6164344298E-02   11.69418594     -0.2210175684E-01  0.1126674446       11.15822919    
   7.400000000       300.0000000       6.263695145      0.5791288040E-01   5.859301864     -0.1109846607E-01  0.7027616330E-01   5.208179328    
   7.400000000       500.0000000       10.62854489      0.3730887325E-02   10.57785576     -0.1149798503E-01  0.7825615046E-01   10.01607335    
   7.400000000       700.0000000       16.37184625     -0.9568057857E-02   16.33793931     -0.2419646582E-01  0.1155114257       15.78835226    
   7.410000000       300.0000000       9.619440042      0.4114084138E-01   9.175883293     -0.1230227766E-01  0.5445443538E-01   8.586691287    
   7.410000000       500.0000000       14.99823160     -0.5484512566E-02   14.96445216     -0.1586762254E-01  0.7720052659E-01   14.40080674    
   7.410000000       700.0000000       21.04893905     -0.1331759393E-01   21.02474517     -0.2652980657E-01  0.1185627904       20.46706589    
   7.420000000       300.0000000       12.09701091      0.1252022947E-01   11.72236901     -0.1506398649E-01  0.3620598736E-01   11.29243538    
   7.420000000       500.0000000       19.40510673     -0.1634804591E-01   19.40362430     -0.2017237353E-01  0.7589769003E-01   18.84505380    
   7.420000000       700.0000000       25.73360604     -0.1718328362E-01   25.71955606     -0.2899752973E-01  0.1219298792       25.15921264    
   7.430000000       300.0000000       13.70042082     -0.2150918163E-01   13.48973211     -0.1659842930E-01  0.2107393452E-01   13.25144142    
   7.430000000       500.0000000       23.85250000     -0.2804310801E-01   23.89692263     -0.2450614024E-01  0.7496710686E-01   23.34633637    
   7.430000000       700.0000000       30.38915688     -0.2088581276E-01   30.38481212     -0.3149621142E-01  0.1257383340       29.82710998    
   7.440000000       300.0000000       14.97849498     -0.5234158597E-01   14.98058016     -0.1303966697E-01  0.1321136222E-01   14.89029627    
   7.440000000       500.0000000       28.35802952     -0.3959696955E-01   28.45767463     -0.2903142843E-01  0.7502154708E-01   27.91324219    
   7.440000000       700.0000000       34.97571674     -0.2411483827E-01   34.97933316     -0.3391801650E-01  0.1301140075       34.42953916    
   7.450000000       300.0000000       16.71434475     -0.7402512890E-01   16.91816593     -0.4392751188E-02  0.1221203870E-01   16.88117166    
   7.450000000       500.0000000       32.94236190     -0.5002775866E-01   33.10069145     -0.3393651519E-01  0.7661461496E-01   32.55673514    
   7.450000000       700.0000000       39.44884041     -0.2655194854E-01   39.45701785     -0.3614411715E-01  0.1351634951       38.92055256    
   7.460000000       300.0000000       19.45880764     -0.8649977243E-01   19.80781142      0.2606200817E-02  0.1260861590E-01   19.72126191    
   7.460000000       500.0000000       37.61350195     -0.5845659266E-01   37.82775062     -0.3934144010E-01  0.8025182872E-01   37.27696430    
   7.460000000       700.0000000       43.75811259     -0.2789543368E-01   43.76557010     -0.3803910839E-01  0.1409533958       43.24828917    
   7.470000000       300.0000000       23.29219306     -0.9473229662E-01   23.71923262     -0.2198133819E-02  0.7450372192E-02   23.50720617    
   7.470000000       500.0000000       42.35218530     -0.6414982196E-01   42.61395193     -0.4516039453E-01  0.8644048152E-01   42.05024588    
   7.470000000       700.0000000       47.84606912     -0.2788455915E-01   47.84556650     -0.3944919309E-01  0.1474889604       47.35408383    
   7.480000000       300.0000000       27.95373457     -0.1042518591       28.41623809     -0.2475116226E-01 -0.5896051540E-02   28.04210143    
   7.480000000       500.0000000       47.10247815     -0.6650508223E-01   47.39872524     -0.5097901968E-01  0.9571229058E-01   46.81991170    
   7.480000000       700.0000000       51.64779059     -0.2632165274E-01   51.63019754     -0.4020669948E-01  0.1546929613       51.17218592    
   7.490000000       300.0000000       33.15609357     -0.1161365423       33.65170406     -0.6130220368E-01 -0.2164229824E-01   33.11145643    
   7.490000000       500.0000000       51.76855502     -0.6503407896E-01   52.08244880     -0.5602877001E-01  0.1085456040       51.49218163    
   7.490000000       700.0000000       55.09145511     -0.2309082772E-01   55.04595774     -0.4014231276E-01  0.1623866807       54.63036046    
   7.500000000       300.0000000       38.79748824     -0.1250329077       39.35286349     -0.9947632378E-01 -0.2627056741E-01   38.66340027    
   7.500000000       500.0000000       56.21636928     -0.5939618908E-01   56.52769014     -0.5930957456E-01  0.1251575135       55.93638006    
   7.500000000       700.0000000       58.10001353     -0.1817222092E-01   58.01444388     -0.3910430381E-01  0.1702766000       57.65154335    
   7.510000000       300.0000000       44.90442380     -0.1220473738       45.54372611     -0.1247572530     -0.4470278825E-02   44.73744890    
   7.510000000       500.0000000       60.27904546     -0.4949693708E-01   60.56433177     -0.5983918545E-01  0.1452160925       59.98901120    
   7.510000000       700.0000000       60.59399529     -0.1165026590E-01   60.45526926     -0.3698161690E-01  0.1779518237       60.15658132    
   7.520000000       300.0000000       51.34421709     -0.1007447364       52.05364251     -0.1277243726      0.5206215560E-01   51.18091887    
   7.520000000       500.0000000       63.76658436     -0.3561045330E-01   63.99949052     -0.5693770219E-01  0.1675966675       63.46274440    
   7.520000000       700.0000000       62.49528571     -0.3714179383E-02   62.28993360     -0.3372587330E-01  0.1848973832       62.06792342    
   7.530000000       300.0000000       57.53316498     -0.6181439092E-01   58.24302517     -0.1079381433      0.1376796450       57.37414103    
   7.530000000       500.0000000       66.48161754     -0.1845332709E-01   66.63397888     -0.5043260496E-01  0.1903259549       66.16213317    
   7.530000000       700.0000000       63.73154971      0.5350938148E-02   63.44631723     -0.2936698895E-01  0.1905265620       63.31395913    
   7.540000000       300.0000000       62.42170507     -0.1300523887E-01   63.02140546     -0.7307405780E-01  0.2327778601       62.23794206    
   7.540000000       500.0000000       68.24156023      0.8484332397E-03   68.28534176     -0.4070612776E-01  0.2108011141       67.90617492    
   7.540000000       700.0000000       64.24083402      0.1518290298E-01   63.86332047     -0.2401845444E-01  0.1942313398       63.83354510    
   7.550000000       300.0000000       64.87771041      0.3523358605E-01   65.25751736     -0.3439162151E-01  0.3118281732       64.63304065    
   7.550000000       500.0000000       68.90373911      0.2090664577E-01   68.81357238     -0.2857984229E-01  0.2262577013       68.55389445    
   7.550000000       700.0000000       63.97579505      0.2536990101E-01   63.49508340     -0.1787091132E-01  0.1954450802       63.58016899    
   7.560000000       300.0000000       64.29437315      0.7485457229E-01   64.38715249     -0.1311485104E-02  0.3543799170       63.96925620    
   7.560000000       500.0000000       68.38636983      0.4028581481E-01   68.14202274     -0.1509992017E-01  0.2343475620       68.02549438    
   7.560000000       700.0000000       62.90701275      0.3548348487E-01   62.31424009     -0.1117549474E-01  0.1937074136       62.52520874    
   7.570000000       300.0000000       61.00859150      0.1026189524       60.80689500      0.2194599966E-01  0.3523760915       60.61293052    
   7.570000000       500.0000000       66.67780616      0.5771473568E-01   66.26588894     -0.1317137179E-02  0.2336344852       66.31137150    
   7.570000000       700.0000000       61.02498410      0.4511273754E-01   60.31380366     -0.4220476738E-02  0.1887195598       60.65987940    
   7.580000000       300.0000000       56.14132429      0.1190695443       55.68663757      0.3658885942E-01  0.3112806046       55.71382597    
   7.580000000       500.0000000       63.83064837      0.7223817469E-01   63.24515447      0.1186127438E-01  0.2238481924       63.46570066    
   7.580000000       700.0000000       58.34061930      0.5389497986E-01   57.50751960      0.2694546302E-02  0.1803798754       57.99569433    
   7.590000000       300.0000000       50.88211304      0.1259347366       50.23855018      0.4725244603E-01  0.2461955867       50.47922407    
   7.590000000       500.0000000       59.94409735      0.8328764651E-01   59.18584205      0.2372019611E-01  0.2058356157       59.58824491    
   7.590000000       700.0000000       54.88432686      0.6153919514E-01   53.92879288      0.9283261583E-02  0.1687937727       54.56353247    
   7.600000000       300.0000000       45.76393732      0.1244638087       44.98864804      0.5880505073E-01  0.1750012322       45.44077073    
   7.600000000       500.0000000       55.14301905      0.9068169989E-01   54.21843392      0.3371164000E-01  0.1812621145       54.80315325    
   7.600000000       700.0000000       50.70398421      0.6783983879E-01   49.62850566      0.1529366758E-01  0.1542578577       50.41161460    
   7.610000000       300.0000000       40.53646443      0.1157097601       39.65649829      0.7281446122E-01  0.1113820778       40.32357676    
   7.610000000       500.0000000       49.56205803      0.9457846777E-01   48.48194809      0.4141397739E-01  0.1521935919       49.24327634    
   7.610000000       700.0000000       45.86219085      0.7268041931E-01   44.67213596      0.2052438619E-01  0.1372233232       45.60278574    
   7.620000000       300.0000000       34.68720609      0.1015717098       33.69362991      0.8565801748E-01  0.6107570681E-01   34.57328175    
   7.620000000       500.0000000       43.33814553      0.9539963432E-01   42.11687071      0.4652862396E-01  0.1207054977       43.04333988    
   7.620000000       700.0000000       40.43318090      0.7602778125E-01   39.13655871      0.2483581488E-01  0.1182468187       40.21147403    
   7.630000000       300.0000000       28.06851504      0.8483183981E-01   26.93328148      0.9038872513E-01  0.2269843063E-01   28.00153799    
   7.630000000       500.0000000       36.60889248      0.9373759158E-01   35.26408263      0.4893035127E-01  0.8862023680E-01   36.33924578    
   7.630000000       700.0000000       34.49967373      0.7791917022E-01   33.10680535      0.2815577745E-01  0.9793763001E-01   34.32059067    
   7.640000000       300.0000000       21.07936934      0.6815073867E-01   19.78552752      0.8173767781E-01 -0.8490656451E-02   20.98929141    
   7.640000000       500.0000000       29.51195645      0.9025457717E-01   28.06448972      0.4873987865E-01  0.5740020371E-01   29.26823084    
   7.640000000       700.0000000       28.14982425      0.7844485011E-01   26.67293829      0.3047922145E-01  0.7690845108E-01   28.01851580    
   7.650000000       300.0000000       14.32758132      0.5354635400E-01   12.89353186      0.6057138172E-01 -0.3669135544E-01   14.15812892    
   7.650000000       500.0000000       22.18257666      0.8558363398E-01   20.65633469      0.4636015793E-01  0.2815746398E-01   21.96673597    
   7.650000000       700.0000000       21.47434236      0.7772928631E-01   19.92710848      0.3186168085E-01  0.5573437427E-01   21.39622641    
   7.660000000       300.0000000       8.123326438      0.4286118705E-01   6.608548325      0.3406854539E-01 -0.6330365825E-01   7.855645156    
   7.660000000       500.0000000       14.75031571      0.8024280832E-01   13.17128091      0.4243055134E-01  0.1709498742E-02   14.56686280    
   7.660000000       700.0000000       14.56379738      0.7591373874E-01   12.96081612      0.3240694858E-01  0.3492212744E-01   14.54457672    
   7.670000000       300.0000000       2.233779444      0.3779236702E-01  0.7273234798      0.1129750721E-01 -0.8656864540E-01   1.893349172    
   7.670000000       500.0000000       7.337746769      0.7457493634E-01   5.732298935      0.3769856369E-01 -0.2138164740E-01   7.194254033    
   7.670000000       700.0000000       7.506099305      0.7314255821E-01   5.862376952      0.3225054256E-01  0.1488982249E-01   7.551729074    
   7.680000000       300.0000000      -3.885849898      0.3858683379E-01  -5.287392921     -0.2113867040E-02 -0.1026704307      -4.238087226    
   7.680000000       500.0000000      0.6176654491E-01  0.6872526586E-01  -1.545569325      0.3285585102E-01 -0.4081506820E-01 -0.3160720186E-01
   7.680000000       700.0000000      0.3841508975      0.6955460508E-01  -1.285401082      0.3154162270E-01 -0.4043282634E-02  0.5007436187    
   7.690000000       300.0000000      -10.52331570      0.4289675002E-01  -11.74415619     -0.5970443277E-02 -0.1077032395      -10.81201084    
   7.690000000       500.0000000      -6.965672149      0.6266491725E-01  -8.554449444      0.2840248869E-01 -0.5658901355E-01  -6.997487937    
   7.690000000       700.0000000      -6.726302616      0.6528011977E-01  -8.407298171      0.3042649680E-01 -0.2165763025E-01  -6.532627824    
   7.700000000       300.0000000      -17.23344419      0.4671991089E-01  -18.24699755     -0.3474982048E-02 -0.9979349656E-01  -17.39681220    
   7.700000000       500.0000000      -13.64249088      0.5625689007E-01  -15.19784465      0.2458325406E-01 -0.6902923082E-01  -13.60165078    
   7.700000000       700.0000000      -13.75852836      0.6044224951E-01  -15.43742694      0.2903646563E-01 -0.3782552234E-01  -13.48183110    
   7.710000000       300.0000000      -22.88881974      0.4685280171E-01  -23.73172893      0.1978313082E-02 -0.8089818875E-01  -22.90293552    
   7.710000000       500.0000000      -19.88945427      0.4934669873E-01  -21.40236019      0.2140132039E-01 -0.7875863442E-01  -19.76651889    
   7.710000000       700.0000000      -20.65617643      0.5516150243E-01  -22.32046830      0.2748161611E-01 -0.5249581583E-01  -20.29088743    
   7.720000000       300.0000000      -26.33018775      0.4234011796E-01  -27.08811717      0.8383627161E-02 -0.5779281886E-01  -26.21661857    
   7.720000000       500.0000000      -25.66729720      0.4185136118E-01  -27.13347768      0.1868561792E-01 -0.8657850687E-01  -25.45502696    
   7.720000000       700.0000000      -27.37391635      0.4956087434E-01  -29.01217296      0.2585067915E-01 -0.6567342171E-01  -26.91501428    
   7.730000000       300.0000000      -27.20390060      0.3358024916E-01  -27.97229768      0.1460497481E-01 -0.4086903529E-01  -27.01531574    
   7.730000000       500.0000000      -30.98863368      0.3382405107E-01  -32.40651277      0.1618133078E-01 -0.9327214090E-01  -30.68162805    
   7.730000000       700.0000000      -33.87712056      0.4376940362E-01  -35.47893421      0.2421569557E-01 -0.7739709034E-01  -33.32028341    
   7.740000000       300.0000000      -26.36433819      0.2065920849E-01  -27.20500120      0.1908090157E-01 -0.3958636938E-01  -26.15553255    
   7.740000000       500.0000000      -35.91509730      0.2548224695E-01  -37.28358171      0.1364164786E-01 -0.9938859822E-01  -35.50880177    
   7.740000000       700.0000000      -40.14053303      0.3792245450E-01  -41.69638646      0.2263931860E-01 -0.8771970291E-01  -39.48226971    
   7.750000000       300.0000000      -25.50555467      0.3569005939E-02  -26.42088071      0.1950990433E-01 -0.5650931460E-01  -25.30507311    
   7.750000000       500.0000000      -40.53656936      0.1719505101E-01  -41.85348508      0.1090784341E-01 -0.1050922190      -40.02618541    
   7.750000000       700.0000000      -46.14611350      0.3215798417E-01  -47.64722264      0.2118226729E-01 -0.9669494445E-01  -45.38389254    
   7.760000000       300.0000000      -26.25626434     -0.1574858883E-01  -27.19159413      0.1415208190E-01 -0.8473862368E-01  -26.05248907    
   7.760000000       500.0000000      -44.93896484      0.9428391920E-02  -46.20066466      0.7966094870E-02 -0.1101501260      -44.31881220    
   7.760000000       700.0000000      -51.88049945      0.2660920216E-01  -53.31866148      0.1990871297E-01 -0.1043725957      -51.01289483    
   7.770000000       300.0000000      -29.33127104     -0.3260621263E-01  -30.20353040      0.3425516815E-02 -0.1115739921      -29.07865258    
   7.770000000       500.0000000      -49.17396774      0.2652646694E-02  -50.37608626      0.4967514767E-02 -0.1140737189      -48.43761794    
   7.770000000       700.0000000      -57.33266173      0.2139511965E-01  -58.70012047      0.1888811729E-01 -0.1108021246      -56.35952895    
   7.780000000       300.0000000      -34.22874849     -0.4176785523E-01  -34.96864700     -0.9922795106E-02 -0.1257342901      -33.86935360    
   7.780000000       500.0000000      -53.24393115     -0.2768544683E-02  -54.38275216      0.2201901441E-02 -0.1163589448      -52.38508071    
   7.780000000       700.0000000      -62.49226775      0.1661123171E-01  -63.78158826      0.1819306547E-01 -0.1160416458      -61.41495082    
   7.790000000       300.0000000      -39.58615863     -0.4069903992E-01  -40.17287052     -0.2207011832E-01 -0.1227358264      -39.07433161    
   7.790000000       500.0000000      -57.10787226     -0.6673770906E-02  -58.18152933      0.2899083347E-04 -0.1167255395      -56.12162865    
